seq,Kingdom,Phylum,Class,Order,Family,Genus,Species,rel_ab
56f41554384fc19d9ef0161b6f0e6791,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.001217
b8819fef35b3fd387f12387e884e6ae5,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_beijingense,0.001689
e351ff2570360ae0b6c68b9b864b0870,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,EBM-39,,0.001689
46220d9e9e76e37d38ea38554c453179,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.001601
1eac8ec4812f4ed7bfd8387a38bdba1f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,0.005535
734ceaf61779c85297c95adf8ddc6ad3,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,midas_s_112711,0.002256
0ea9d87b8a7848918b64da425e91999a,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009,midas_s_84783,0.002256
349da55900cd296d52fd154bfb27343b,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.002256
5613f4a6a9df36d05e0e24570423fed1,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Aminivibrio,Aminivibrio_pyruvatiphilus,0.001551
4b802f02d58290e6ec0ab509d13074b6,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_beijingense,0.001266
824e4de27fdfadaea64e6f954c1448c6,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,midas_s_6261,0.001857
0ca6969eac50942ccc0687eb855a0d79,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,midas_g_114992,midas_s_114992,0.001857
f91fb95263a6d30aad8042fa60f3d62e,Bacteria,,,,,,,0.001857
a3e5fd03d92b987205cf4bf9b1678aa4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,midas_g_21520,,0.001857
caea068037af31671eecefe94eca01ca,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,0.001857
3d7b139f39141ba112868fcf7236158e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_ferus,0.001857
9a326ae5ed3864dcaaf79bc7b1c0a8e7,Bacteria,Firmicutes,D8A-2,midas_o_13,midas_f_13,midas_g_554,,0.001857
32ae6575d9d3e427dc9f898f16f33087,Bacteria,Firmicutes,Bacilli,,,,,0.001857
7377692c0967c99c56f749e092acb30a,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_269,midas_g_269,,0.001857
48a7ab8e593ebe5f41034be027c6be7e,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas,midas_s_113453,0.001857
c91a769593898d20a017b58093f62ea8,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,midas_g_92035,midas_s_92035,0.001857
4ef65f8d7f7fe58651a459fc49390ba8,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,midas_s_31262,0.001857
ebd4d8e08540f7586c3a30987c6ef7b0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_385,midas_s_1233,0.001857
d2a551b8b71579fa1fd9e5d22100b8ee,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,midas_s_943,0.001857
5d8d4162e9b3958c6bc4b820eac278dc,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,midas_g_859,,0.001857
38907b8ef0546ef8dd587afd52a16f9c,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Syntrophaceae,Syntrophus,midas_s_928,0.001857
db0c288182530edd5066c0881c9665c7,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,,0.001857
cc6afef9ee630eedd003d07f22d62140,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,midas_g_53985,midas_s_60470,0.001857
3e06f2d2b9d0ba13808adb5c1dd498de,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,midas_s_82383,0.001857
961f6d44b23ea979c84941c71bf7da7c,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,midas_s_116364,0.001857
3be7e939ae2116634ae31372ce9f460d,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,midas_s_82383,0.001857
8913bd6e6eb2b354098d2f01d9b65391,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,JGI-0000079-D21,midas_s_31034,0.001857
52c544d6ecca1fc0e2adc52b33f7a35b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,midas_s_3815,0.001857
3a1e48f3d9f9c151cd121f1d5d2f3261,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,,,0.001857
f7f87d90b1d55c8ef8d7ea8f99e72018,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Soehngenia,midas_s_46673,0.001857
fe5ba29df5b7470530baf59c3368072e,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,midas_f_4482,midas_g_25603,midas_s_25603,0.001857
744dbcf4af334c630605fa9000c112ce,Bacteria,Actinobacteriota,Actinobacteria,,,,,0.001857
57e13b307e96897f55540c6759029343,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,midas_g_1099,,0.001857
2bb677211b22ba770fffa14899f1b01f,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,midas_s_2268,0.001857
f128d6b0c4c7f8c41b4969168eaea276,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,,0.001857
a5c80d4415d8b64a85a2b498d22ad570,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,midas_s_89288,0.001857
58d6ed632edb304a2a033c46c7a62d0a,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,,,0.001857
639ec09a97e00f6cd8d780f549ca17af,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,midas_s_72533,0.001857
9cc5b63b74154fc7bcdf7e8796e5d2de,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_7694,midas_s_55421,0.001857
8bf2d32646e2f8940a7204828fdeb654,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus_pycnus,0.001857
721bd76a3ab9dec41984c4ec32be845a,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_2390,midas_g_15089,midas_s_15089,0.001857
c01cd527066a9018d69ede5801841298,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,,0.001857
d8f2eba07489316f7c8a27d0e18fed13,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus,midas_s_70352,0.001857
e8ebb25bac25954fb7adbde26e956cb6,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,0.001857
748512e38095cce946336f055623773b,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia,midas_s_27914,0.001857
935d8a963dc7baf559b479ba9f5a82b3,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,,0.001857
520d89ef4ce2ba808eed3e2d9a310649,Bacteria,Chloroflexi,OLB14,midas_o_731,midas_f_5900,midas_g_5900,,0.001857
17b1f04511323cb27b539f309522bf6c,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Thermogutta,midas_s_96146,0.001857
2bef39c50999d97de887d34b376fbd38,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_147,midas_f_3187,midas_g_26712,,0.001857
450292bf5b89b2f473bab4a6233d8682,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,0.001857
d4967db74f90dc58ab34ae78957b3f4c,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,midas_s_39575,0.001857
7d1bda054163467e1cf195ab330ba64f,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,midas_s_82383,0.001857
67df1ba56f33792e8b9f614d5c2ccec0,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,midas_g_93820,midas_s_93820,0.001857
d7fb1f4207f140fa88ee72eda98f8f29,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,,0.001857
9dbf6f8ac7171f579caa23498080e7ea,Bacteria,Firmicutes,Moorellia,Desulfitibacterales,Desulfitibacteraceae,midas_g_95399,midas_s_95399,0.001857
288e6faee45091ff103a59abecc43dbc,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,,0.001857
5f516ea92e902ab41bec75b07a1d28a5,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_1792,midas_s_1792,0.001857
8ac5f54f27077cc06871ba150e3e8ba6,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,midas_g_113780,midas_s_113780,0.001896
858b85aa56bbce1359f8be897360a774,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Serpentinicella,midas_g_75908,,0.001896
9533095cafb0040f79ea6b6d43fbcc82,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,,,,0.001896
7fc9d702ba352d52e7931c790a577f39,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,,0.001526
345f44227d68af279027ac77b412b579,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,HN-HF0106,midas_s_92738,0.000811
326978fa13d506c8782d0075f5613b59,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,midas_s_63665,0.001341
eb974a0919fa333be89d0a34096385d3,Bacteria,Actinobacteriota,WCHB1-81,midas_o_765,midas_f_765,midas_g_765,midas_s_4411,0.021564
ad9e6759575ce82501bff0de8eec90d8,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,midas_g_113116,midas_s_113116,0.021564
16e2e2408cedf8f9faae33004fb5eaa2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,,0.021564
70695a2dd2306734e7c9ea68f7ce51b0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Blvii28_wastewater-sludge_group,midas_s_91453,0.021564
a3d121638f6761b89b40dbd71e131004,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,midas_s_97544,0.021564
8eeb24cc0539f1c2f97606dfb0b0f7a2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,midas_g_5735,midas_s_5735,0.021564
2b10a074b0f59b702c22aff7e6b39787,Bacteria,Chloroflexi,Anaerolineae,midas_o_1,midas_f_813,midas_g_824,,0.021564
064e7947486f134d07b9324e84d0c253,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rs-E47_termite_group,GWE2-42-42,midas_s_4277,0.021564
9f67c0589a1d419db561e7ffd50f95fd,Bacteria,Firmicutes,Bacilli,,,,,0.001419
81385a8925798c49b489c89d07813225,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,midas_g_96346,midas_s_96346,0.001065
f8c8cdc38f175e31f80c5dfa248268a3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,midas_s_56922,0.001065
f67d93be029c2787875047487bb04e94,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,,,0.001065
86ea29b42288be56c5aadc5b0f322728,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,,0.000846
047ab7f37ccc35c6144cc1896bc32a69,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0.001974
74733b3a404e0fd05016159ab938bbc7,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,,0.001814
f160f53c13a357273642507af54b4941,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,,0.001591
3b57ddd9849252e883213b71bb3c2f17,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,midas_f_25039,midas_g_25039,,0.001591
e0f5ac0f18cc28b90be53aa781a75e97,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_5391,midas_g_6328,,0.001591
6d04a8df8207e9542e849378a1bcf43c,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,midas_g_51845,midas_s_102868,0.001591
92392a51132c9a52e6656c5819c880c1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7_clade,midas_s_263,0.001591
bbbec58ac7c2e7c7ce1734a34aec1ae8,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,midas_s_6551,0.001591
ea4691b2289c15a1b9cb1a8fd5e77902,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,midas_s_116128,0.001591
57df148d69af94192dae9ab2a045e1c2,Bacteria,Chloroflexi,OLB14,midas_o_731,midas_f_5900,midas_g_5900,midas_s_47741,0.001591
e357713de529ed95dc5d315656f58df9,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.001591
cfccd37229affa4484527db6a12d9caf,Bacteria,Firmicutes,midas_c_4,midas_o_4,midas_f_222,,,0.001591
ddd4b60fc546f62f90bcf9ae38f1a723,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,midas_s_11722,0.001591
01fa3a0ebc9793d48821043d2713ecfc,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_76428,0.001591
fd52abdc1862787fdca2f0d9cab6999e,Bacteria,Firmicutes,Limnochordia,M55-D21,Moorella_glycerini,midas_g_2860,midas_s_2860,0.001591
50d25efdb17b59f3ba7b1ad0c5db8989,Bacteria,Chloroflexi,Anaerolineae,MSB-5E12,midas_f_92558,midas_g_109686,midas_s_109686,0.001591
23504ce886d58d2a61607ff263c8d494,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_147,midas_f_2362,Ca_Berkiella,midas_s_20041,0.001591
14f013032d3d55ac24bde620c2d8f945,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_905,0.001591
964a2b2f2580973e2dc2039796a8eb37,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,midas_g_106156,midas_s_106156,0.001591
89078346e4907efe681d45f299ac15a4,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,,0.001591
0b898d4961772ab53a086c8154bac568,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,midas_g_13327,midas_s_19992,0.001591
9a842084688427ba067307eb8662eecd,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Ca_Amoebophilus,midas_s_70953,0.001591
6f7d070bd4cfaa09a69bba0e1d046a44,Bacteria,Firmicutes,Clostridia,Eubacteriales,Anaerofustaceae,Anaerofustis,midas_s_93205,0.001591
a5e4214d6e45488b57daf5cc70b89f40,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus,Azoarcus_communis,0.001591
c7710bd03585ff9fb13a73ad718dd629,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_12624,midas_s_12624,0.001591
d014102205e1a5fa0830e8f27b93270f,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,,,0.001591
4494286141014de25140c094cc5626ec,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,,0.001591
e3b6d7ad6ee740d0b7d343c2c2ce53a0,Bacteria,Actinobacteriota,,,,,,0.001591
25077ffdd305e287a33697d70d484327,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_184,midas_g_1862,midas_s_1862,0.001591
dac9df4edca47d4aefa5e8b6eb75543a,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,midas_g_762,midas_s_91431,0.001591
d628016102970528d40c260b4400c593,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_2772,midas_g_7133,midas_s_99594,0.001591
f89c5ae84b1033d896333c5ae7acb309,Bacteria,WPS-2,midas_c_55,midas_o_1194,midas_f_43544,midas_g_114999,midas_s_114999,0.001591
02304f5597c8b1982e18acf4d3756043,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,0.001591
9c7db0d5022a938bf5ea950826d34437,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,,0.001591
accdbd296b05fdc99bac47d0e4349aa9,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_26,midas_f_98,midas_g_268,midas_s_75796,0.001591
52be19846e0f0c7f419cde01b6e10585,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_28246,0.001591
3d69ca950aaaf9f351e4139369d78236,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfurisporaceae,,,0.001591
dc6c7b33d252a7891fd83a442747c837,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,midas_g_15828,midas_s_15828,0.001591
599d7cf9f263b0f86ad741ce6f9f7619,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,,0.001591
e8895eca419d323d988e5bdcf681d140,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_2138,,0.001591
3e3764ae6674e989f040377aa61069b5,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,,0.001591
d4478251439a62fedcc7f87519fdd32a,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,midas_s_82383,0.001591
66cca1bc3b202fdae68d02d5f859b53f,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,midas_g_85064,midas_s_85064,0.001591
522ab1474c600e24c4f7e20404fa648c,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Geminicoccus,midas_s_44814,0.001591
d00d97e1374e175183b294e067ec1cfb,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,,0.001591
dfb17fab2e208979590db3600ba675d7,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_940,,0.001591
1ed95763454163d1938e3d2d3c082d23,Bacteria,Myxococcota,Polyangia,mle1-27,midas_f_1432,midas_g_2413,midas_s_53771,0.001591
a8aafb51e2d0f2e6d62cf2c4393df334,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_147,midas_f_41814,midas_g_41814,midas_s_41814,0.001591
f9ceb4443de3c6d51433fa57c3ade975,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,LNR_A2-18,,0.001591
a8a9d607d1fd5c585c10030c8d307947,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,,0.001591
aaa707342b1a12423de93e29ef0fb102,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Serpentinicella,midas_g_75908,,0.001591
b4ba6792b3fa30ceb7375dc41eb1d65c,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_67,midas_g_6975,midas_s_6975,0.001591
a8a559b16166ead544ccc5288860baca,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,midas_s_3963,0.001591
ff6a63aa3a8877a90e31ca73fa5fbdd7,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,AUTHM297,midas_s_31261,0.009242
0da3781f136fe864a45b19c6fdc57fde,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium_beijingense,0.001625
bfeb406eac391881a6599911d4643acb,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,midas_s_108787,0.001625
840e058fa20744d5348c023c25e7d232,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,0.001308
8e5082651856dbc9ff0f821a8b2132fb,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,EBM-39,,0.001308
b7e687b746695f305710ce46786a7573,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,,,0.00115
f0edde70fa1e568fe1079e75617d91cc,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.00115
8e0cade50e928f5f73e013c6321bc04c,Bacteria,Firmicutes,Moorellia,Desulfitibacterales,Desulfitibacteraceae,Desulfitibacter,,0.015184
85dbf4fc6f45d7715479fc3c5cb4f1ff,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,DMER64,midas_s_3652,0.018484
6ec0be7c85b5b47c579ebdb9c3cba2b3,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,Ca_Cloacimonas,,0.018484
7fac8337427d00be93052bce23925621,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,midas_g_2400,midas_s_2400,0.018484
2e7754c7a78cb145c7bd423549590978,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_467,midas_s_9378,0.018484
f271fba51b646916050b15860477c92b,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,midas_f_2694,midas_g_2694,midas_s_2694,0.018484
f5e6f6570d4b64e72a67be50cd411508,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,midas_f_2,midas_g_653,midas_s_653,0.018484
3d01292536c84811794d53dbc82dea25,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Kouleothrix,midas_s_1244,0.018484
2cc5b2b8bce723252e69475548cd8e57,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,midas_s_91266,0.018484
4920fa802d38be7393416667f565bb4a,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,midas_g_1877,,0.018484
a06dc300e94af80f18cdbc41795c4aa5,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_43915,0.018484
cab39ec57bab4d0e6ea98f181ec4eae1,Bacteria,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,midas_g_92370,,0.018484
46423ee425d08764624f28b7140cc759,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,midas_g_46958,midas_s_46958,0.018484
af1c0fc82127e2f2ccd3473cfa7555e6,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,EBM-39,,0.000913
04749d839f517a8461ff731c4a0a4b60,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,Petrimonas_sulfuriphila,0.000913
3a3ec4d864ef71a4f7170d7d7610bfb4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,midas_g_25828,,0.016112
9eb4774910ed8d676248e0040ca10a83,Bacteria,Firmicutes,Clostridia,Oscillospirales,,,,0.001267
799b0bb65eb8c35ce7d0cef4aec5004a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,,0.016895
efef0fd59127f1abb17a8e0847606057,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,,0.001201
1c4d0577b5aae60dfa88bb9fa2dc36d6,Bacteria,Thermotogota,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga,,0.001692
b9572caf5beca64d204f56f150f96a8d,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,Petrimonas_sulfuriphila,0.001692
00a1a32589b4628bbc46f04b83b89d22,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.015517
fbc7e405b4d16da23a87995ad9f0c945,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,,,0.001336
565ebeeb62bec205e9a34b25e0a728dd,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,,0.001555
261f84006c5eb28858f3f27bbaadc045,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,,0.001555
1bb528201a9ce27b647d4d0f9c6d01fb,Bacteria,Firmicutes,,,,,,0.00095
1f09f246b167ceaa862b68be6e9f3442,Bacteria,Firmicutes,Clostridia,,,,,0.001326
adf5bb1e5c1f167d69175bf8a8e04fb3,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter_boviskoreani,0.001326
d564201f83026fda70407d0f859d04bd,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,midas_s_2216,0.001326
eda24e48b8b611eab82f254d58d1148d,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,,,0.001326
26bcb031ea5e9e32c511c17dd4ce8c44,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_5463,,0.001326
cea48cb9e85cce1a4c9d90bff8f6ded5,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,,,,0.001326
3d002319a68cb81e39764750ce844423,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,midas_f_8637,midas_g_101607,midas_s_101607,0.001326
c4867d600b0a9097a72003891fa4b874,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,midas_f_3344,midas_g_8294,midas_s_8294,0.001326
55d6f196845f6c46a8c04acebb14b7b9,Bacteria,Chloroflexi,KD4-96,midas_o_3277,midas_f_3277,midas_g_3277,midas_s_36597,0.001326
2c2a5e52f212bdc4fe6cfe32717f2a01,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Skermania,Skermania_piniformis,0.001326
5e1fc58ad48ef339ba354f5166b6a82f,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,midas_f_38442,midas_g_98790,midas_s_114329,0.001326
97f1dfd76250227f4fa9736d1ec5d108,Bacteria,Firmicutes,Clostridia,,,,,0.001326
