,Reactor Volume (L),0.41,membrane surface area,0.1451,m2,Unnamed: 5,Reactor body (L),0.155,Correction,0.011,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,98.9546,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,0.3164351879237923,Unnamed: 22,0.4295808141706501,Unnamed: 24,0.4750679682390584,CH4 Prod Rate (m3CH4/m3rv.d),Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61
166,MBfR_164,,,2025-03-21 12:05:00,2025-03-24 10:38:00,11,313.91388888889196,4253.7,9134.8,4827.407899999999,1.1433936286093838,20.3616,21.9661,21.0697,75.8133,74.8615,75.977,3.8251,3.1725,2.9534,21.13246666666667,0.8040894249605168,75.5506,0.6023649475193561,3.317,0.4534593807608308,3.0339772569699317,8.02535919585595,0.008572919885304425,0.8638407467761611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,MBfR_165,,,2025-03-24 10:38:00,2025-03-25 10:02:00,,314.8888888888905,9134.8,10704.3,1552.2355,1.1055808404574905,19.6407,19.7305,19.6476,77.4725,77.048,76.8726,2.8868,3.2215,3.4798,19.672933333333333,0.04997342627170274,77.13103333333333,0.3084491908456409,3.1960333333333337,0.2973191270896195,2.9950100835987996,7.922284737261343,0.008462812779293645,0.8527459265802138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,MBfR_166,,,2025-03-25 10:02:00,2025-03-26 10:05:00,14,315.89097222222335,10704.3,12211.4,1490.5219000000004,1.0430524142762274,16.7701,16.6194,16.5613,80.1277,80.1698,80.4275,3.1022,3.2107,3.0111,16.650266666666667,0.10776791421073972,80.24166666666667,0.16230718817517675,3.108,0.09992632285839413,2.9395761064582815,7.775652926760616,0.008306176455188804,0.8369626414221496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,MBfR_167,,,2025-03-26 10:05:00,2025-03-27 10:26:00,10,316.9055555555533,12211.4,13749.7,1521.3787000000011,1.0485035837388887,14.3818,14.3995,13.2356,82.7176,82.9302,81.9217,2.9006,2.6703,4.8427,14.005633333333334,0.6669271499446798,82.52316666666667,0.5316213909666664,3.4711999999999996,1.1933225506961653,3.0389561909203304,8.038529279208614,0.0085869885477418,0.8652583599148161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,MBfR_168,,,2025-03-27 10:26:00,2025-03-28 09:38:00,,317.87222222222044,13749.7,15277.2,1510.6975,1.085271192528191,13.7328,16.1533,15.8705,80.8812,81.5576,81.4435,5.3805,2.2892,2.686,15.2522,1.3234146100145647,81.2941,0.36210428056016614,3.4518999999999997,1.681958985825755,3.098674355795333,8.196493457265076,0.008755730433329336,0.88226144852506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,MBfR_169,,,2025-03-28 09:38:00,2025-03-31 09:28:00,,320.8652777777752,15277.2,20089.5,4759.364699999999,1.1042609512764001,16.6327,16.5699,16.7316,80.4738,79.9185,80.2502,2.8935,3.5147,3.0182,16.644733333333335,0.08151885262522603,80.21416666666666,0.27939814482801145,3.1421333333333337,0.32862130687667424,3.1110101381564617,8.229123591252577,0.00879058688245451,0.8857737198917702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,MBfR_170,,,2025-03-31 09:28:00,2025-04-01 09:36:00,13,321.8708333333343,20089.5,21626.2,1519.7963000000007,1.0590914982540598,17.3868,16.5718,16.227,79.1357,80.6254,80.5556,3.4775,2.8208,3.2174,16.728533333333335,0.5955736842182786,80.10556666666666,0.8406539260202929,3.1719000000000004,0.3307059267687834,2.9797155963918605,7.881828351746211,0.008419596102830204,0.8483912461949046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,MBfR_171,,,2025-04-01 09:36:00,2025-04-02 10:03:00,,322.88958333332994,21626.2,23266,1621.7621999999992,1.1054957055262091,15.9348,15.8122,15.7737,81.2015,81.0229,81.0291,2.8637,3.1649,3.1971,15.840233333333332,0.08412908732022027,81.0845,0.10137238282687791,3.0752333333333333,0.18389935653322248,3.1482813612201332,8.327711987743578,0.008895901847693002,0.896385665347399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,MBfR_172,,,2025-04-02 10:03:00,2025-04-03 11:20:00,36,323.94305555555184,23266,24872.6,1588.9273999999984,1.0728746792710993,15.3565,15.4982,15.021,81.0085,81.1789,80.8829,3.6351,3.3229,4.0961,15.2919,0.24507107132421801,81.02343333333333,0.1485639705087753,3.6847,0.3889790225706264,3.053080626179472,8.075890688603764,0.008626899081554675,0.8692799005094329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,MBfR_173,,,2025-04-03 11:20:00,2025-04-04 10:36:00,,324.91249999999854,24872.6,26183.4,1296.3812000000028,0.9286398280780629,16.0159,16.0428,15.7854,81.1927,80.997,81.4228,2.7914,2.9602,2.7918,15.948033333333333,0.14148534670888477,81.20416666666667,0.213131469598772,2.8478,0.09734146084788337,2.648526089182444,7.005778687514852,0.007483774614505872,0.754094233725557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,MBfR_174,,,2025-04-04 10:36:00,2025-04-07 09:46:00,,327.87777777777956,26183.4,30786.3,4552.2680999999975,1.0661049414508275,14.8549,14.8414,14.6878,82.5996,82.6787,82.6545,2.5455,2.4799,2.6577,14.7947,0.09282386546573097,82.64426666666667,0.04053077020405299,2.5610333333333335,0.089912031082238,3.0945059499832945,8.185467351568713,0.00874395202958753,0.8810746107591324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,MBfR_175,,,2025-04-07 09:46:00,2025-04-08 09:12:00,12,328.85416666666424,30786.3,32311.4,1508.3239000000021,1.0820114060305253,10.8417,11.0327,10.7473,86.2431,86.0642,86.3266,2.9151,2.9031,2.9261,10.8739,0.14539917468816715,86.2113,0.13405920333941979,2.9147666666666665,0.011503622617824998,3.276232153594048,8.66616247079716,0.009257444403677186,0.9328160992871942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,MBfR_176,,,2025-04-08 09:12:00,2025-04-09 09:23:00,,329.8618055555562,32311.4,33907.9,1578.9385,1.0881726395556073,15.6603,15.4055,15.5093,81.6131,81.6891,81.9272,2.7267,2.9055,2.5635,15.525033333333333,0.12812655202311998,81.74313333333333,0.16387313182255656,2.7319,0.17105928796765177,3.124120079937224,8.26380150176943,0.008827630825460108,0.8895064116487928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,MBfR_177,,,2025-04-09 09:23:00,2025-04-10 11:13:00,12,330.9381944444467,33907.9,35518.4,1592.7845,1.0356206111817872,15.202,15.08,15.6373,81.7155,81.7637,81.147,3.0825,3.1563,3.2157,15.306433333333333,0.29296000295831043,81.54206666666666,0.34298551475730304,3.1515,0.06672960362537754,2.9659309434740853,7.84536572144758,0.008380645670740006,0.8444664491835936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
