"seq","sample","rel_ab","Kingdom","Phylum","Class","Order","Family","Genus","Species","Day","Description","Media"
"57d80e7465d3924d85b75767855a3c4f","Q",0,"Bacteria","Firmicutes","Clostridia",NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"29d5a1f45c97760080e874715394bcfe","Q",0,"Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halobacteroidaceae","midas_g_109927","midas_s_109927",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4ceda7391cbf9cebcf0484faad59687b","Q",0,"Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halobacteroidaceae","midas_g_109927","midas_s_109927",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9c4d55fa490cfb3be28c93ed90a4859d","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","midas_g_95485","midas_s_108338",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"251d66e77274e5b7d1eaf61e407f04b8","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"67df1ba56f33792e8b9f614d5c2ccec0","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","midas_g_93820","midas_s_93820",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"5f9e31928bbbb226bcdc275a060efc44","Q",0,"Bacteria","Firmicutes","midas_c_4","midas_o_4","midas_f_222",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"554322da276d032be7d7a759762865b9","Q",0,"Bacteria","Firmicutes","midas_c_4","midas_o_4","midas_f_222","midas_g_97311","midas_s_97311",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"f6b24a6816c87c1642b0b3ef07bfee78","Q",0,"Bacteria","Firmicutes","midas_c_4","midas_o_4","midas_f_222","midas_g_97311","midas_s_97311",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"cfccd37229affa4484527db6a12d9caf","Q",0,"Bacteria","Firmicutes","midas_c_4","midas_o_4","midas_f_222",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"cfdff1e1afc0bb96435226f40e8031fa","Q",0,"Bacteria","Firmicutes","midas_c_4","midas_o_4","midas_f_222",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"3e09043820433588bf896d8e55bc1423","Q",0,"Bacteria","Firmicutes","midas_c_4","midas_o_4","midas_f_222","midas_g_110683",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ef48b24d461ead26b22d8e442656ccc0","Q",0,"Bacteria","Firmicutes","midas_c_4","midas_o_4","midas_f_222","midas_g_110683","midas_s_110683",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"7cdf5d7931b4f4bcf64b7de23217f933","Q",0,"Bacteria","Firmicutes","midas_c_4","midas_o_4","midas_f_222","midas_g_110683",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"c601bfcd6b08e128ae6dfdcdb48400ed","Q",0,"Bacteria","Firmicutes","midas_c_4","midas_o_4","midas_f_222","midas_g_37494",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"82520638c5842f94b7203788b78b3b92","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","midas_g_112372","midas_s_112372",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"0fada6a77d06dfe158c61acabd5851a8","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a9639627b1b6650686b3f6a401ed7fb0","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","midas_g_3046","midas_s_3046",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ca3a67eb199d56c1472b1d1ae03a1060","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4e4ca97fadb8b8e92470ccce2ff91460","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Dehalobacterium","midas_s_114306",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"f847d5bbe9c5a3555db3988cfa1b838f","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Dehalobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8aa84c2bb23089b38845d45b2f4742a7","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Dehalobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"43304902c7de62a1f0749eba6553c3cd","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Dehalobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"efe6fa9e73779825320958490553322f","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ea4691b2289c15a1b9cb1a8fd5e77902","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus","midas_s_116128",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"f5cb3fde6a13561ed6e13a04732f79e3","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Syntrophobotulaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"6007fe9f1b2db53b8b47650fa99e3f10","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Syntrophobotulaceae","Ca_Dichloromethanomonas","midas_s_57644",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"67d143ab6e193466450c7a998b92092b","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Syntrophobotulaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"6a00993959cfffcd3e54203b0cb659a2","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Syntrophobotulaceae","Dehalobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b31e59cdec24fb470a0e1cf3d0981073","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Syntrophobotulaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"0a052939cf0cfd20acc22c826676e32c","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Syntrophobotulaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"46156799234f2a8e18eb868be7da1d1a","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Syntrophobotulaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4aff8b715435747567cbc4ee9c82fb8b","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Syntrophobotulaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d74db335012437dbfb4c54fd9049d46f","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"dc211776d6a734cf180f697b098c47d3","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"565ebeeb62bec205e9a34b25e0a728dd","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1f4fb4bfdca6c9d13106ed533362a62e","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"f3c13bc899928e8043766ca73a046487","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"aa9c5ae2ec6da55f30edd92e3de37eff","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"6ba11aa98436328c7d53c0b5db9dd2b0","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"dc34e8512b788fb682511c00370ee4c7","Q",0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Pelotomaculaceae","Pelotomaculum",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8b05c693d167b0c68f1316963744f122","Q",0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Pelotomaculaceae","Pelotomaculum","midas_s_95439",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d693c275c376753e40770f95ba69a9f9","Q",0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Pelotomaculaceae","Pelotomaculum",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"7d537f12eaa3231c2c2b58b74901051c","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","midas_g_3595","midas_s_91643",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"dd0416fffbca05a27400d18805e182d9","Q",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","midas_g_95534","midas_s_95534",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"fbea683698f9faa406733b0ef72a45b8","Q",0,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","TC1","midas_g_4464","midas_s_9054",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"462e7271eadc14fcbbd7f4fda8ca193a","Q",0,"Bacteria","Firmicutes",NA,NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"868a2dd217365ddd6d6ab64d48aeed4a","Q",0,"Bacteria","Firmicutes",NA,NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4da01f6a9301d3de80e048625f9d352a","Q",0,"Bacteria","Firmicutes",NA,NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"01b5383db868117f04bfd197603f736b","Q",0,"Bacteria","Firmicutes","Moorellia","Desulfitibacterales","Desulfitibacteraceae","Desulfitibacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"643242de6c8b6447dd4187d002a08beb","Q",0,"Bacteria","Firmicutes","Moorellia","Desulfitibacterales","Desulfitibacteraceae","Desulfitibacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"5177bd1019c0a59f8762ecb3f683babd","Q",0,"Bacteria","Firmicutes","Moorellia","Desulfitibacterales","Desulfitibacteraceae","Desulfitibacter","midas_s_115332",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1ff5beccb7eb535d2fdcc1c7ce513ea5","Q",0,"Bacteria","Firmicutes","Moorellia","Desulfitibacterales","Desulfitibacteraceae","Desulfitibacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"2db5ad6c3ba987db0d8d5ff958a3cf38","Q",0,"Bacteria","Firmicutes","Moorellia","Desulfitibacterales","Desulfitibacteraceae","Desulfitibacter","midas_s_115332",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"5d2bad7a7fe74a8b6a564a94eb9f0050","Q",0,"Bacteria","Firmicutes","Moorellia","Desulfitibacterales","Desulfitibacteraceae","Desulfitibacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1449d53a8ab97ad249f2332b5bd012b9","Q",0,"Bacteria","Firmicutes","Moorellia","Desulfitibacterales","Desulfitibacteraceae","Desulfitibacter","midas_s_114264",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e8d0c712ad2ea5d27abd8b1e23eb6f7a","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","midas_g_1312",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"0bd4e9e692a18c6de4c1679291a3595a","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","midas_g_1312",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"015be9e29980c3340bc973769ffd53c5","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"2b7ce440bd256b23d5e09f40e46698ad","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"449442ea32d59c45c20f49095f206f1d","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas","midas_s_90707",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"117d3b82912eec34fc2dd0e5e32afe1f","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b544934712491c579a6fc0437ffdeeca","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b757c414a3bc227758c09624ca177986","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"705d47705664e0e9d6dd0e670d8c2081","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"133665f9942b3d081efe500725f373da","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"dee648358426ec8050d91246a7da2777","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d580dfb68684d8bcb4505d85be36a809","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e11faaea7fe3b63b13f607b41aea228a","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"48a7ab8e593ebe5f41034be027c6be7e","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas","midas_s_113453",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"07d5f956dc0652fbd2d22ea90b1bb136","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"014f2ae2bd69cc0ab8e5ee1ca2963a01","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"6c75ae436af6e5a1e5b5cdec03d1fd65","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"39cac4a36166865b44a1420c2bd4569a","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Thermosyntropha","midas_s_118728",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"113b0d8ebf97fc5aba85fa06ecfdbb1a","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"0a25bdc3567a1af9c215a6efaf816439","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b0c74390aa5ac540757eb2256575019e","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"f9a66a17b5f9dce559c28ff645d872b3","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"cae0d3b0980184e9483154fe9b393493","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b2df4752917d048ab824271c02ad68aa","Q",0,"Bacteria","Firmicutes","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","Syntrophomonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"cb08126894ac0c8eeddc7b86d1ab1eb9","Q",0,"Bacteria","Firmicutes","Moorellia","Desulfitibacterales","Desulfitibacteraceae","Desulfitibacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9dbf6f8ac7171f579caa23498080e7ea","Q",0,"Bacteria","Firmicutes","Moorellia","Desulfitibacterales","Desulfitibacteraceae","midas_g_95399","midas_s_95399",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"5b6a595a6fc20f9f06cf625ed712d163","Q",0,"Bacteria","Firmicutes","Clostridia","Caldicoprobacterales","Caldicoprobacteraceae","Caldicoprobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d5c1df7b4eb6d1dad40cfc965a64dc91","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"6075255b58efbd350ad34112f80f970a","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d014102205e1a5fa0830e8f27b93270f","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"84bee12f9a868308b8d822a4791ff8b1","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"40f33a63b1b706f8fee517f9f6f6d367","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"6d9f5e802552ba002b8efdef2f9bbfec","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b7bc2902499297dc5de20e8748a42d33","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"92cb433f34320956950648a61a61e395","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"82fc6e36dd2370048db2e2b7f02fd189","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e21f14506da976def600538a8f860f0b","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"2ac77d9e71c04c362eb0b22647bc57f5","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e469b851eb487386da166f1f8b20a40f","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter","midas_s_115353",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"aca75c6d71a8933275a447e83269faba","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"3d94d8b70e7c5bf96bbb6b29f432ec1b","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"afadb45931725b52385058d29f76447e","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"431f2ccf07657913dc86d93668a91e9c","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b022522a963a8f8fa28d9d2fc3344e87","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"3ccbd454b224dc84efdde550255ca527","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","midas_g_9172","midas_s_9172",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"99b446af7d82c16878fe433d7f2e23e7","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","midas_g_113653","midas_s_113653",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b7533224f1ef2f4739006dd83c6bf4d2","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"40870adeb00d39b72fbca1d2be29ab07","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","midas_g_115459","midas_s_115459",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"c797aedcc1b7855b7af687d34a0998d7","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","midas_g_101661",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"0e50bf3eae192d3ce32f00a74ffb97e3","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","midas_g_101467","midas_s_118673",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e17dcd58f6ca08bacf65afcde751be53","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d79b4530e47feda71be7e93aa663f0b0","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1d837cc6d80881adecbb106f01c1b042","Q",0,"Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","midas_g_101467","midas_s_118673",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
